wp1,wp2,wp3,wp4,wp5,wp6,wp7
0.07,0,0.148,0.127,0.005,0.053,0
0.095,0,0.109,0.193,0.005,0.105,0
0.11,0,0.148,0.231,0.02,0.316,0.025
0.145,0,0.158,0.193,0.187,0.25,0.126
0.185,0,0.208,0.187,0.248,0.158,0.152
0.241,0,0.277,0.182,0.263,0.158,0.126
0.226,0,0.247,0.198,0.207,0.184,0.227
0.206,0,0.128,0.127,0.202,0.211,0.328
0.236,0.005,0.099,0.099,0.152,0.184,0.455
0.236,0.005,0.099,0.127,0.202,0.211,0.379
0.18,0.079,0.069,0.132,0.207,0.184,0.303
0.115,0.069,0.089,0.116,0.248,0.145,0.177
0.06,0.069,0.119,0.121,0.212,0.079,0.025
0.01,0.037,0.119,0.039,0.202,0.053,0.025
0.005,0,0.099,0,0.212,0,0
0,0.005,0.198,0,0.273,0,0
0,0.011,0.237,0,0.212,0,0
0.015,0.026,0.168,0.006,0.167,0.013,0
0.055,0.005,0.128,0.017,0.308,0.039,0
0.045,0.005,0.178,0.088,0.313,0.039,0.025
0.05,0,0.178,0.154,0.288,0.066,0.101
0.08,0.005,0.158,0.149,0.258,0.079,0.025
0.06,0.032,0.198,0.105,0.228,0.118,0
0.055,0.063,0.188,0.044,0.202,0.118,0.025
0.085,0.148,0.257,0.066,0.288,0.105,0.101
0.105,0.254,0.346,0.116,0.303,0.171,0.101
0.085,0.222,0.385,0.154,0.248,0.171,0.152
0.115,0.265,0.356,0.298,0.258,0.197,0.227
0.18,0.354,0.217,0.391,0.258,0.316,0.328
0.241,0.434,0.277,0.402,0.172,0.474,0.379
0.331,0.455,0.316,0.402,0.046,0.461,0.556
0.286,0.444,0.267,0.446,0,0.421,0.581
0.296,0.392,0.237,0.446,0,0.408,0.53
0.211,0.365,0.287,0.369,0,0.316,0.53
0.185,0.302,0.247,0.386,0.015,0.25,0.455
0.18,0.243,0.188,0.336,0.025,0.211,0.354
0.14,0.291,0.138,0.176,0.076,0.171,0.278
0.095,0.243,0.089,0.105,0.248,0.092,0.202
0.05,0.116,0.03,0.055,0.485,0.053,0.101
0.04,0.095,0.049,0.006,0.49,0.039,0.025
0.04,0.063,0.089,0,0.369,0.013,0
0.095,0.069,0.069,0.006,0.187,0.013,0
0.115,0.074,0.03,0,0.142,0.026,0
0.135,0.09,0.02,0.006,0.051,0.039,0
0.1,0.101,0.03,0.011,0.025,0.039,0
0.09,0.111,0.01,0.028,0.01,0.039,0
0.115,0.153,0.01,0.006,0.005,0.026,0
0.155,0.153,0.02,0,0,0,0
0.211,0.159,0.049,0.017,0.01,0.013,0
0.226,0.275,0.069,0.287,0.076,0.184,0.253
0.316,0.296,0.109,0.369,0.066,0.329,0.404
0.195,0.323,0.188,0.43,0.076,0.368,0.53
0.11,0.376,0.168,0.496,0.051,0.342,0.429
0.1,0.365,0.168,0.38,0.035,0.276,0.429
0.085,0.296,0.138,0.43,0.015,0.289,0.404
0.065,0.286,0.178,0.397,0.025,0.197,0.354
0.11,0.275,0.138,0.336,0.152,0.118,0.278
0.201,0.275,0.049,0.364,0.137,0.105,0.227
0.221,0.333,0.01,0.253,0.071,0.092,0.227
0.185,0.365,0,0.391,0.02,0.118,0.202
0.195,0.423,0,0.358,0,0.132,0.202
0.16,0.365,0,0.127,0.01,0.105,0.152
0.075,0.222,0.01,0.028,0.02,0.092,0.152
0.085,0.09,0,0.006,0.071,0.066,0.051
0.115,0.048,0.01,0,0.096,0.026,0
0.08,0.032,0.02,0,0.162,0,0
0.03,0.005,0.099,0,0.162,0.026,0
0.01,0.016,0.208,0.011,0.157,0.039,0
0.015,0.026,0.217,0.006,0.162,0.039,0
0.005,0.026,0.208,0,0.142,0.053,0
0,0.016,0.148,0,0.137,0.053,0
0.01,0.09,0.198,0,0.111,0.039,0.025
0,0.138,0.208,0,0.172,0.013,0.025
0.005,0.196,0.375,0,0.217,0,0
0,0.196,0.306,0,0.187,0,0
0,0.206,0.168,0,0.142,0.013,0
0,0.19,0.138,0.022,0.126,0.013,0
0,0.233,0.04,0,0.131,0,0
0.005,0.196,0,0,0.081,0,0
0.06,0.143,0,0,0.061,0,0
0.12,0.122,0.03,0,0.071,0,0
0.155,0.079,0.138,0,0.096,0,0
0.18,0.042,0.217,0,0.116,0.013,0
0.226,0.016,0.227,0,0.106,0.013,0
0.206,0.005,0.257,0,0.121,0.026,0.025
0.13,0,0.277,0.006,0.106,0.066,0.051
0.045,0,0.138,0.011,0.081,0.039,0.051
0.135,0,0.089,0.077,0.051,0.092,0.051
0.105,0,0.069,0.083,0.04,0.092,0.025
0.055,0,0.049,0.011,0.035,0.132,0.025
0.025,0,0.01,0.033,0.01,0.171,0.051
0.005,0.005,0.02,0.132,0.005,0.276,0.278
0,0.026,0.02,0.209,0.01,0.303,0.379
0.01,0.011,0.02,0.193,0,0.316,0.354
0,0,0.03,0.11,0,0.224,0.278
0.005,0.005,0.02,0.171,0,0.197,0.202
0.075,0.037,0.109,0.094,0,0.105,0.126
0.095,0.095,0.128,0.055,0,0.079,0.051
0.14,0.101,0.148,0.017,0.015,0.039,0
0.256,0.079,0.119,0.017,0.01,0.013,0
0.291,0.021,0.089,0.006,0.01,0.026,0
0.261,0.011,0.069,0,0.035,0.013,0
0.211,0.016,0.059,0.044,0.071,0.013,0
0.266,0.026,0.04,0.121,0.046,0.039,0
0.336,0.005,0.03,0.16,0.03,0.053,0
0.441,0,0.02,0.143,0.066,0.079,0
0.391,0,0.03,0.099,0.106,0.053,0.025
0.311,0,0.03,0.072,0.126,0.066,0.025
0.17,0,0.04,0.061,0.081,0.132,0.051
0.1,0,0.03,0.072,0.035,0.105,0.025
0.1,0,0.049,0.066,0.025,0.092,0.025
0.065,0,0.03,0.033,0.01,0.053,0.025
0.11,0.026,0.01,0.011,0,0.053,0.025
0.16,0.058,0.02,0.044,0.01,0.066,0.101
0.15,0.127,0.049,0.05,0.131,0.092,0.101
0.11,0.18,0.03,0.11,0.086,0.039,0.101
0.09,0.153,0.059,0.121,0.066,0.066,0.126
0.1,0.132,0.079,0.088,0.061,0.039,0.051
0.12,0.233,0.099,0.072,0.101,0.053,0.051
0.115,0.307,0.059,0.017,0.126,0.026,0
0.105,0.328,0.04,0,0.086,0.013,0
0.095,0.233,0.079,0,0.02,0,0
0.105,0.169,0.069,0,0.015,0,0
0.115,0.19,0.01,0,0.03,0,0
0.1,0.132,0,0,0.03,0,0
0.085,0.116,0,0,0.121,0,0
0.1,0.106,0,0.017,0.091,0.013,0
0.065,0.106,0,0.044,0.081,0.013,0
0.06,0.132,0,0.105,0.051,0.026,0
0.085,0.101,0.049,0.198,0.02,0.066,0
0.085,0.085,0.069,0.187,0.005,0.105,0
0.195,0.048,0.069,0.209,0,0.105,0.076
0.175,0.026,0.02,0.292,0,0.132,0.152
0.221,0.032,0.04,0.298,0.02,0.118,0.126
0.331,0.026,0.01,0.204,0.035,0.132,0.152
0.331,0.053,0.01,0.204,0.096,0.171,0.152
0.441,0.079,0.04,0.231,0.187,0.118,0.126
0.516,0.19,0.089,0.143,0.243,0.079,0.076
0.536,0.243,0.089,0.099,0.248,0.079,0.051
0.511,0.259,0.168,0.154,0.384,0.066,0
0.461,0.259,0.168,0.138,0.592,0.066,0
0.451,0.243,0.109,0.066,0.586,0.039,0
0.341,0.222,0.188,0.022,0.571,0.013,0
0.195,0.238,0.119,0.017,0.384,0.013,0
0.075,0.228,0.02,0.044,0.263,0.013,0
0.14,0.159,0,0.11,0.329,0.013,0
0.195,0.206,0,0.165,0.485,0.039,0
0.251,0.106,0.04,0.154,0.425,0.053,0
0.306,0.095,0.109,0.16,0.303,0.066,0
0.251,0.074,0.198,0.121,0.162,0.079,0
0.201,0.032,0.336,0.061,0.04,0.079,0.025
0.16,0.005,0.296,0.094,0,0.105,0.101
0.09,0.011,0.217,0.044,0.025,0.132,0.152
0.03,0.026,0.425,0.022,0.015,0.092,0.101
0.04,0.011,0.336,0,0.025,0.053,0.051
0.035,0,0.158,0,0.106,0.039,0
0.05,0,0.089,0.011,0.233,0.053,0
0.035,0.005,0.02,0.044,0.243,0.039,0
0.035,0.005,0,0.028,0.334,0.039,0
0.02,0.005,0,0.006,0.217,0.039,0
0.045,0.011,0,0,0.177,0.039,0
0.045,0.016,0,0.028,0.172,0.066,0.025
0.06,0.042,0.02,0.066,0.157,0.079,0.025
0.125,0.011,0.049,0.215,0.147,0.158,0.051
0.135,0.005,0.04,0.182,0.131,0.276,0.202
0.231,0.042,0.02,0.248,0.162,0.184,0.253
0.226,0.18,0,0.226,0.207,0.145,0.278
0.185,0.222,0.02,0.182,0.172,0.145,0.202
0.17,0.222,0.188,0.226,0.162,0.224,0.227
0.261,0.185,0.227,0.364,0.152,0.316,0.303
0.306,0.233,0.277,0.353,0.116,0.342,0.354
0.306,0.196,0.494,0.204,0.137,0.276,0.227
0.241,0.164,0.316,0.182,0.177,0.171,0.152
0.19,0.212,0.287,0.347,0.152,0.171,0.126
0.17,0.132,0.464,0.292,0.131,0.342,0.177
0.18,0.122,0.435,0.215,0.111,0.158,0.101
0.125,0.085,0.435,0.138,0.147,0.118,0.152
0.135,0.037,0.296,0.149,0.217,0.118,0.278
0.105,0.058,0.267,0.105,0.243,0.092,0.253
0.14,0.021,0.316,0.149,0.238,0.211,0.253
0.115,0.032,0.445,0.143,0.313,0.276,0.278
0.035,0.016,0.395,0.055,0.384,0.145,0.152
0.015,0,0.287,0.039,0.521,0.092,0.101
0.07,0,0.385,0.138,0.662,0.197,0.126
0.201,0,0.405,0.209,0.672,0.25,0.126
0.256,0.005,0.385,0.187,0.642,0.197,0.126
0.261,0,0.435,0.187,0.495,0.132,0.076
0.226,0,0.504,0.176,0.41,0.092,0.025
0.195,0,0.474,0.16,0.339,0.092,0.025
0.12,0,0.356,0.121,0.303,0.079,0.025
0.08,0,0.395,0.094,0.238,0.066,0.025
0.045,0,0.316,0.127,0.238,0.092,0.051
0.075,0.005,0.287,0.143,0.303,0.158,0.076
0.12,0.021,0.316,0.138,0.43,0.237,0.202
0.165,0.063,0.296,0.127,0.46,0.25,0.227
0.301,0.042,0.464,0.121,0.344,0.158,0.177
0.18,0.111,0.425,0.094,0.253,0.118,0.278
0.14,0.19,0.366,0.11,0.172,0.197,0.354
0.05,0.212,0.395,0.264,0.106,0.197,0.278
0.04,0.164,0.395,0.27,0.066,0.092,0.126
0.105,0.238,0.356,0.353,0.04,0.263,0.379
0.055,0.265,0.257,0.292,0.03,0.224,0.303
0.04,0.243,0.287,0.226,0.02,0.197,0.354
0.025,0.19,0.346,0.121,0.005,0.197,0.303
0.005,0.138,0.395,0.099,0.005,0.145,0.227
0,0.18,0.267,0.033,0.005,0.092,0.126
0,0.106,0.109,0,0,0.013,0
0,0.079,0.089,0,0.086,0,0
0,0.037,0.109,0,0.197,0,0
0,0.037,0.188,0,0.243,0,0
0,0.032,0.217,0,0.157,0.026,0.025
0,0.016,0.178,0.022,0.167,0.079,0.051
0,0.032,0.148,0.017,0.162,0.053,0.051
0,0.011,0.119,0.011,0.131,0.039,0
0,0.042,0.059,0,0.126,0.013,0
0,0.058,0.02,0,0.131,0,0
0.015,0.085,0,0,0.182,0,0
0.02,0.122,0,0,0.222,0,0
0.14,0.085,0,0.006,0.217,0,0
0.07,0.127,0,0.066,0.258,0.013,0
0.095,0.132,0,0.182,0.187,0.066,0
0.195,0.074,0,0.364,0.137,0.171,0.051
0.376,0.111,0,0.441,0.192,0.211,0.152
0.351,0.143,0.01,0.474,0.116,0.211,0.126
0.536,0.106,0.03,0.391,0.131,0.25,0.177
0.541,0.069,0.049,0.309,0.167,0.158,0.227
0.501,0.037,0.168,0.182,0.384,0.118,0.126
0.396,0.111,0.247,0.154,0.465,0.118,0.152
0.286,0.063,0.138,0.193,0.506,0.132,0.152
0.206,0.037,0.119,0.127,0.617,0.145,0.152
0.226,0.048,0.069,0.309,0.556,0.158,0.152
0.406,0.063,0.109,0.369,0.475,0.171,0.152
0.326,0.058,0.188,0.231,0.197,0.197,0.177
0.331,0.053,0.158,0.303,0.167,0.25,0.152
0.416,0.042,0.119,0.32,0.202,0.408,0.429
0.451,0.053,0.089,0.314,0.298,0.329,0.455
0.416,0.063,0.059,0.336,0.217,0.316,0.429
0.336,0.074,0.336,0.314,0.268,0.408,0.354
0.291,0.095,0.573,0.165,0.349,0.342,0.404
0.291,0.074,0.553,0.099,0.45,0.276,0.278
0.226,0.037,0.375,0.055,0.389,0.132,0.253
0.231,0.011,0.306,0.066,0.359,0.105,0.278
0.195,0.016,0.425,0.028,0.384,0.197,0.303
0.195,0.069,0.593,0.055,0.415,0.263,0.278
0.256,0.111,0.662,0.187,0.238,0.105,0.278
0.306,0.164,0.553,0.303,0.202,0.158,0.152
0.175,0.249,0.494,0.193,0.137,0.132,0.076
0.115,0.302,0.326,0.083,0.126,0.053,0.126
0.05,0.365,0.287,0.006,0.071,0.026,0.126
0.005,0.354,0.237,0,0.076,0.079,0.227
0.015,0.265,0.188,0,0.056,0.105,0.328
0.03,0.291,0.178,0.022,0.046,0.132,0.227
0.015,0.312,0.168,0.028,0.066,0.132,0.202
0,0.243,0.158,0.011,0.071,0.092,0.101
0,0.095,0.069,0,0.051,0.026,0
0,0.026,0.079,0,0.005,0,0
0,0.037,0.099,0,0,0,0
0,0.021,0.069,0,0,0,0
0,0.005,0.099,0,0.01,0.039,0
0,0.011,0.148,0,0.035,0.066,0
0,0.005,0.208,0,0.056,0.039,0.025
0,0.005,0.208,0,0.066,0.039,0
0.005,0.016,0.217,0.011,0.056,0.066,0
0.005,0.053,0.188,0,0.061,0.066,0
0.005,0.138,0.227,0.006,0.071,0.066,0
0.035,0.302,0.247,0,0.076,0.092,0.025
0.06,0.407,0.257,0,0.086,0.039,0.051
0.065,0.354,0.168,0,0.071,0.039,0
0.02,0.28,0.109,0,0.015,0.026,0
0.035,0.206,0.059,0,0,0.053,0.051
0.02,0.222,0.059,0.044,0,0.092,0.177
0.035,0.169,0.059,0.309,0,0.25,0.202
0.035,0.095,0.049,0.38,0,0.211,0.126
0.04,0.127,0.02,0.187,0,0.132,0.152
0.06,0.111,0,0.187,0,0.105,0.101
0.07,0.074,0.02,0.176,0.015,0.132,0.152
0.095,0.069,0.04,0.209,0.035,0.211,0.202
0.045,0.074,0.069,0.121,0.051,0.158,0.126
0.015,0.063,0.03,0.033,0.04,0.026,0
0,0.011,0.069,0,0.02,0,0
0,0.005,0.089,0,0,0,0
0,0.048,0.099,0,0,0,0
0.005,0.074,0.138,0,0.005,0.013,0
0.02,0.074,0.247,0.006,0,0.013,0
0.04,0.085,0.306,0.006,0,0.026,0
0.045,0.175,0.336,0,0,0.026,0
0.05,0.243,0.296,0,0,0.026,0
0.09,0.28,0.375,0,0,0.026,0
0.145,0.545,0.464,0,0,0.039,0.051
0.175,0.683,0.435,0.088,0,0.145,0.303
0.231,0.556,0.326,0.485,0,0.382,0.429
0.276,0.635,0.208,0.435,0,0.329,0.53
0.376,0.714,0.158,0.43,0.046,0.329,0.556
0.371,0.614,0.316,0.479,0.061,0.434,0.657
0.346,0.746,0.464,0.573,0.03,0.539,0.606
0.366,0.794,0.573,0.612,0.035,0.461,0.631
0.331,0.81,0.662,0.59,0.046,0.408,0.606
0.316,0.794,0.702,0.512,0.03,0.421,0.556
0.326,0.73,0.672,0.573,0.025,0.434,0.53
0.271,0.746,0.504,0.512,0.03,0.474,0.657
0.271,0.778,0.642,0.512,0.025,0.382,0.53
0.296,0.746,0.534,0.623,0.01,0.579,0.606
0.276,0.788,0.543,0.727,0.005,0.658,0.682
0.286,0.905,0.504,0.716,0.02,0.553,0.606
0.286,0.82,0.514,0.667,0.02,0.5,0.505
0.306,0.476,0.375,0.556,0.025,0.434,0.379
0.266,0.291,0.267,0.496,0.025,0.276,0.303
0.241,0.116,0.198,0.298,0.061,0.263,0.278
0.261,0.085,0.247,0.298,0.086,0.342,0.253
0.251,0.122,0.257,0.397,0.101,0.329,0.152
0.211,0.074,0.425,0.325,0.207,0.289,0.429
0.281,0.037,0.781,0.364,0.298,0.342,0.404
0.276,0.111,0.613,0.43,0.303,0.329,0.379
0.296,0.069,0.563,0.441,0.313,0.329,0.48
0.326,0.037,0.613,0.479,0.561,0.447,0.505
0.311,0.042,0.474,0.419,0.677,0.447,0.455
0.351,0.011,0.484,0.435,0.728,0.395,0.404
0.306,0.011,0.326,0.435,0.733,0.434,0.455
0.366,0.016,0.267,0.369,0.536,0.553,0.505
0.296,0.026,0.336,0.474,0.425,0.526,0.455
0.271,0.037,0.198,0.424,0.612,0.382,0.379
0.216,0.016,0.168,0.149,0.748,0.197,0.328
0.231,0.011,0.148,0.033,0.718,0.092,0.303
0.17,0.005,0.059,0,0.738,0.013,0.177
0.15,0,0.059,0,0.586,0,0.051
0.095,0,0.04,0,0.455,0,0
0.065,0.011,0.049,0,0.475,0.013,0
0.08,0.058,0.128,0,0.617,0.013,0
0.11,0.053,0.158,0,0.592,0.066,0
0.095,0.026,0.099,0.022,0.49,0.105,0.051
0.115,0.048,0.148,0.039,0.521,0.132,0.051
0.145,0.042,0.128,0.132,0.445,0.158,0.051
0.105,0.011,0.099,0.176,0.399,0.118,0.025
0.115,0.042,0.119,0.138,0.313,0.079,0
0.165,0.042,0.247,0.066,0.263,0.079,0
0.185,0.058,0.257,0.006,0.278,0.026,0
0.18,0.122,0.277,0,0.248,0.026,0
0.15,0.111,0.247,0,0.167,0.079,0.101
0.14,0.101,0.366,0.061,0.258,0.145,0.227
0.165,0.079,0.445,0.264,0.349,0.263,0.303
0.236,0.085,0.474,0.231,0.46,0.237,0.278
0.206,0.042,0.464,0.198,0.516,0.197,0.227
0.211,0,0.474,0.264,0.364,0.158,0.227
0.241,0.011,0.455,0.287,0.44,0.158,0.303
0.221,0,0.326,0.298,0.485,0.289,0.379
0.246,0.016,0.128,0.347,0.334,0.579,0.48
0.261,0.074,0.128,0.457,0.354,0.539,0.505
0.301,0.085,0.168,0.601,0.394,0.553,0.556
0.321,0.048,0.148,0.474,0.42,0.434,0.404
0.301,0.148,0.208,0.353,0.44,0.342,0.404
0.296,0.238,0.138,0.435,0.506,0.355,0.354
0.286,0.175,0.168,0.242,0.612,0.276,0.303
0.466,0.116,0.119,0.072,0.703,0.066,0.126
0.451,0.212,0.237,0.198,0.763,0.184,0.101
0.296,0.28,0.158,0.231,0.768,0.118,0.126
0.256,0.429,0.158,0.231,0.733,0.184,0.101
0.261,0.333,0.208,0.132,0.637,0.132,0.152
0.396,0.291,0.178,0.132,0.622,0.145,0.202
0.391,0.243,0.148,0.116,0.602,0.053,0.076
0.346,0.222,0.158,0.127,0.354,0.013,0
0.291,0.233,0.138,0.077,0.187,0.026,0.025
0.226,0.296,0.178,0.066,0.121,0.079,0.076
0.231,0.249,0.138,0.127,0.152,0.079,0.025
0.17,0.159,0.099,0.231,0.177,0.105,0.025
0.105,0.085,0.059,0.242,0.228,0.158,0
0.055,0.079,0.01,0.209,0.233,0.184,0.025
0.07,0.085,0.069,0.198,0.142,0.158,0.101
0.04,0.042,0.138,0.066,0.106,0.132,0.076
0.005,0.016,0.119,0.006,0.061,0.118,0.051
0,0,0.049,0,0.046,0.118,0.076
0,0,0.079,0.006,0.025,0.066,0.051
0.03,0,0.089,0.028,0.046,0.039,0
0.05,0,0.099,0.176,0.056,0.039,0
0.035,0.021,0.089,0.204,0.015,0.118,0
0.01,0.021,0.049,0.171,0,0.118,0.025
0.005,0,0.03,0.116,0,0.171,0.101
0,0,0.03,0.039,0,0.079,0.076
0,0.011,0.04,0,0.015,0.026,0.025
0.005,0.011,0.04,0,0.02,0.039,0
0.045,0.016,0.03,0.05,0.051,0.092,0.076
0.05,0.005,0.069,0.05,0.121,0.118,0.202
0.12,0.026,0.079,0.039,0.096,0.132,0.152
0.14,0.005,0.069,0.017,0.04,0.053,0.051
0.075,0,0.158,0.055,0.005,0.092,0
0.16,0,0.168,0.099,0.04,0.158,0.101
0.221,0,0.138,0.061,0.056,0.171,0.202
0.12,0.005,0.158,0.006,0.04,0.184,0.278
0.16,0.079,0.247,0,0.035,0.184,0.278
0.155,0.19,0.277,0,0.015,0.118,0.379
0.206,0.243,0.168,0,0.005,0.079,0.278
0.12,0.354,0.188,0,0.399,0.039,0.227
0.09,0.302,0.267,0.011,0.445,0.066,0.253
0.135,0.381,0.346,0.127,0.536,0.105,0.278
0.241,0.561,0.455,0.397,0.688,0.276,0.253
0.226,0.635,0.445,0.419,0.45,0.303,0.354
0.17,0.603,0.573,0.353,0.288,0.184,0.505
0.221,0.598,0.553,0.275,0.288,0.211,0.379
0.221,0.64,0.445,0.32,0.324,0.197,0.303
0.261,0.646,0.781,0.215,0.212,0.197,0.303
0.175,0.688,0.721,0.242,0.162,0.224,0.303
0.125,0.677,0.751,0.176,0.126,0.132,0.152
0.095,0.624,0.731,0.077,0.096,0.092,0.051
0.065,0.635,0.791,0.061,0.066,0.053,0.051
0.04,0.54,0.81,0.011,0.061,0.026,0.051
0.05,0.545,0.751,0,0.061,0.026,0.025
0.05,0.529,0.791,0,0.056,0.053,0
0.04,0.603,0.711,0,0.046,0.026,0.025
0.065,0.587,0.682,0,0.061,0.053,0.126
0.13,0.646,0.721,0.055,0.202,0.132,0.278
0.195,0.746,0.85,0.281,0.243,0.224,0.379
0.261,0.82,0.909,0.347,0.172,0.382,0.429
0.356,0.884,0.909,0.336,0.212,0.526,0.404
0.251,0.894,0.87,0.424,0.298,0.368,0.505
0.286,0.762,0.83,0.336,0.167,0.342,0.53
0.316,0.656,0.771,0.303,0.061,0.289,0.556
0.351,0.63,0.534,0.364,0.192,0.316,0.53
0.286,0.64,0.326,0.292,0.278,0.25,0.429
0.351,0.561,0.198,0.204,0.349,0.184,0.328
0.296,0.519,0.148,0.281,0.46,0.237,0.328
0.246,0.444,0.109,0.281,0.435,0.211,0.429
0.16,0.254,0.089,0.193,0.475,0.158,0.328
0.11,0.175,0.148,0.11,0.516,0.079,0.253
0.055,0.095,0.148,0.011,0.753,0.053,0.126
0.075,0.069,0.208,0,0.849,0.066,0.152
0.14,0.069,0.178,0,0.804,0.053,0.051
0.1,0.063,0.178,0,0.794,0.026,0.025
0.115,0.058,0.109,0,0.647,0.026,0.025
0.065,0.132,0.049,0,0.693,0.039,0.051
0.105,0.111,0.03,0,0.728,0.039,0.025
0.13,0.175,0.04,0.011,0.718,0.053,0.051
0.115,0.18,0.03,0.028,0.804,0.026,0
0.135,0.27,0.03,0,0.834,0.013,0
0.11,0.296,0.01,0,0.9,0.013,0
0.075,0.328,0.01,0,0.849,0.039,0.025
0.085,0.302,0.01,0,0.854,0.079,0.051
0.09,0.217,0.01,0.039,0.728,0.092,0.051
0.06,0.185,0.01,0.028,0.758,0.079,0.025
0.02,0.159,0.01,0.017,0.799,0.053,0.025
0.015,0.132,0,0,0.809,0.039,0.025
0,0.09,0.03,0,0.839,0.026,0
0.005,0.074,0,0,0.794,0.039,0
0.005,0.074,0.04,0,0.789,0.026,0
0.045,0.09,0.089,0,0.758,0.013,0
0.03,0.079,0.079,0,0.703,0,0
0.045,0.138,0.059,0.022,0.607,0.026,0
0.04,0.185,0.089,0.061,0.541,0.066,0
0.065,0.159,0.099,0.006,0.425,0.066,0.025
0.05,0.206,0.198,0.006,0.293,0.053,0.025
0.065,0.212,0.119,0,0.126,0,0
0.1,0.212,0.128,0.055,0.106,0.079,0.025
0.165,0.296,0.138,0.143,0.096,0.092,0.076
0.155,0.397,0.435,0.187,0.086,0.118,0.076
0.13,0.471,0.484,0.121,0.02,0.092,0.076
0.125,0.392,0.395,0.149,0.035,0.105,0.076
0.19,0.444,0.593,0.099,0.01,0.105,0.025
0.09,0.455,0.445,0.055,0.01,0.079,0.025
0.09,0.571,0.178,0.176,0,0.145,0.202
0.145,0.624,0.158,0.43,0,0.316,0.328
0.19,0.608,0.237,0.518,0.025,0.474,0.404
0.336,0.455,0.534,0.496,0.091,0.395,0.379
0.381,0.413,0.939,0.49,0.106,0.382,0.404
0.361,0.048,0.968,0.612,0.116,0.526,0.48
0.456,0,0.968,0.579,0.091,0.566,0.53
0.506,0.032,0.968,0.634,0.04,0.553,0.581
0.466,0.09,0.385,0.529,0.005,0.447,0.48
0.471,0.042,0.968,0.656,0.005,0.395,0.48
0.687,0.032,0.929,0.672,0.005,0.355,0.404
0.576,0.005,0.83,0.402,0.263,0.421,0.455
0.707,0,0.81,0.292,0.394,0.447,0.732
0.667,0,0.909,0.694,0.551,0.724,0.909
0.526,0,0.929,0.821,0.703,0.789,0.934
0.652,0,0.939,0.865,0.445,0.789,0.909
0.887,0.011,0.939,0.882,0.561,0.803,0.884
0.877,0.032,0.929,0.893,0.854,0.829,0.909
0.872,0.138,0.919,0.882,0.935,0.789,0.909
0.862,0.259,0.968,0.854,0.642,0.803,0.884
0.832,0.37,0.978,0.738,0.581,0.5,0.682
0.712,0.45,0.978,0.358,0.945,0.816,0.934
0.356,0.672,0.978,0.7,0.945,0.868,0.96
0.421,0.783,0.978,0.926,0.945,0.868,0.96
0.907,0.402,0.978,0.898,0.945,0.868,0.96
0.907,0.392,0.978,0.804,0.945,0.868,0.934
0.817,0.587,0.978,0.843,0.945,0.868,0.96
0.672,0.582,0.978,0.865,0.94,0.868,0.934
0.642,0.54,0.968,0.865,0.94,0.868,0.934
0.732,0.778,0.968,0.871,0.945,0.868,0.934
0.747,0.831,0.968,0.909,0.945,0.868,0.934
0.747,0.762,0.968,0.81,0.945,0.842,0.96
0.787,0.81,0.978,0.821,0.945,0.658,0.859
0.737,0.767,0.958,0.843,0.94,0.816,0.833
0.571,0.714,0.929,0.898,0.935,0.855,0.909
0.396,0.751,0.939,0.826,0.935,0.868,0.934
0.221,0.646,0.939,0.595,0.935,0.803,0.934
0.366,0.683,0.919,0.793,0.91,0.842,0.884
0.396,0.693,0.87,0.942,0.758,0.855,0.934
0.707,0.656,0.87,0.92,0.546,0.842,0.934
0.802,0.741,0.86,0.909,0.248,0.697,0.909
0.812,0.725,0.909,0.882,0.217,0.632,0.934
0.777,0.714,0.889,0.882,0.404,0.776,0.934
0.747,0.735,0.781,0.893,0.677,0.776,0.909
0.792,0.825,0.702,0.92,0.308,0.816,0.934
0.802,0.804,0.534,0.898,0.243,0.842,0.909
0.777,0.804,0.326,0.882,0.283,0.816,0.859
0.722,0.741,0.494,0.843,0.359,0.816,0.909
0.657,0.788,0.346,0.755,0.536,0.803,0.909
0.657,0.667,0.573,0.777,0.693,0.803,0.808
0.652,0.656,0.583,0.711,0.667,0.737,0.682
0.647,0.529,0.662,0.551,0.627,0.671,0.682
0.667,0.455,0.563,0.457,0.561,0.447,0.429
0.541,0.333,0.336,0.364,0.531,0.329,0.227
0.481,0.349,0.287,0.325,0.404,0.355,0.126
0.441,0.328,0.405,0.231,0.389,0.289,0.177
0.456,0.36,0.306,0.248,0.349,0.276,0.076
0.351,0.455,0.267,0.259,0.49,0.329,0.126
0.306,0.582,0.237,0.309,0.425,0.382,0.177
0.216,0.497,0.287,0.27,0.349,0.289,0.177
0.216,0.439,0.306,0.22,0.404,0.276,0.253
0.216,0.471,0.306,0.193,0.354,0.118,0.253
0.195,0.317,0.356,0.193,0.278,0.197,0.303
0.221,0.206,0.405,0.193,0.258,0.197,0.278
0.241,0.169,0.346,0.198,0.167,0.184,0.328
0.251,0.217,0.257,0.209,0.167,0.237,0.303
0.271,0.302,0.188,0.231,0.106,0.303,0.429
0.261,0.413,0.119,0.314,0.142,0.368,0.53
0.266,0.54,0.128,0.358,0.177,0.368,0.48
0.281,0.63,0.198,0.27,0.222,0.408,0.505
0.311,0.603,0.217,0.231,0.167,0.395,0.379
0.261,0.63,0.128,0.127,0.096,0.316,0.404
0.206,0.561,0.099,0.083,0.142,0.224,0.253
