wp1,wp2,wp3,wp4,wp5,wp6,wp7
0.04,0.095,0.168,0,0,0.092,0.051
0.085,0.138,0.138,0.066,0,0.118,0.101
0.145,0.212,0.257,0.226,0.01,0.092,0.101
0.19,0.259,0.227,0.187,0.121,0.105,0.152
0.416,0.011,0.237,0.292,0.844,0.224,0.253
0.356,0.011,0.277,0.408,0.748,0.276,0.328
0.441,0.021,0.267,0.402,0.789,0.289,0.278
0.331,0.016,0.217,0.353,0.774,0.263,0.227
0.366,0.016,0.158,0.336,0.708,0.303,0.227
0.446,0.032,0.109,0.248,0.511,0.224,0.126
0.401,0.032,0.119,0.176,0.41,0.197,0.126
0.271,0.048,0.059,0.121,0.268,0.145,0.126
0.201,0.042,0.04,0.094,0.177,0.092,0.076
0.145,0.037,0.03,0.017,0.111,0.039,0
0.06,0.021,0.03,0,0.03,0.026,0
0.01,0,0.138,0,0,0,0
0,0.011,0.198,0,0,0.013,0
0,0.079,0.158,0,0,0.053,0.076
0.065,0.095,0.168,0,0,0.092,0.076
0.075,0.153,0.158,0,0.005,0.079,0.076
0.035,0.228,0.178,0.039,0.025,0.105,0.152
0.03,0.354,0.059,0.017,0.02,0.066,0.076
0.01,0.418,0.059,0.044,0,0.079,0.101
0.005,0.392,0.128,0.083,0,0.118,0.126
0.06,0.312,0.267,0.066,0,0.171,0.177
0.14,0.317,0.751,0.132,0.015,0.197,0.227
0.17,0.339,0.82,0.248,0.015,0.342,0.328
0.201,0.349,0.84,0.298,0,0.329,0.202
0.246,0.296,0.929,0.198,0,0.237,0.227
0.311,0.275,0.909,0.099,0,0.184,0.328
0.511,0.598,0.8,0.402,0,0.447,0.657
0.642,0.741,0.791,0.501,0,0.658,0.833
0.712,0.619,0.889,0.567,0,0.711,0.783
0.551,0.646,0.929,0.595,0.03,0.395,0.581
0.516,0.698,0.919,0.567,0.081,0.421,0.48
0.506,0.677,0.919,0.424,0.04,0.355,0.48
0.536,0.804,0.929,0.424,0.005,0.434,0.631
0.581,0.778,0.949,0.556,0,0.605,0.783
0.596,0.677,0.949,0.716,0.02,0.763,0.833
0.506,0.688,0.949,0.777,0.071,0.737,0.808
0.055,0.101,0,0,0.076,0,0
0.02,0.132,0.01,0,0.051,0,0
0.01,0.143,0.04,0,0.04,0.013,0
0,0.275,0,0,0.01,0,0
0,0.423,0.01,0,0.01,0,0
0,0.392,0.049,0,0.015,0,0
0,0.28,0.099,0,0.025,0,0
0,0.259,0.109,0,0.01,0,0
0.03,0.18,0.158,0,0.015,0,0
0.01,0.228,0.178,0,0.005,0,0
0,0.296,0.247,0,0.015,0,0
0,0.307,0.366,0,0.03,0.013,0
0,0.222,0.623,0,0.005,0.026,0.051
0,0.074,0.682,0,0,0.013,0
0,0.016,0.8,0,0,0.013,0
0,0.032,0.751,0,0,0.026,0
0,0.042,0.82,0,0,0.026,0
0,0.005,0.711,0,0,0.026,0
0,0,0.692,0,0,0.026,0
0,0,0.81,0,0,0.053,0.076
0.04,0,0.879,0.017,0.005,0.079,0.202
0.05,0,0.83,0.11,0,0.026,0.126
0.04,0,0.939,0.215,0,0.026,0.076
0.03,0.011,0.919,0.303,0,0.053,0.051
0.065,0.037,0.642,0.259,0,0.026,0.025
0.13,0.122,0.543,0.27,0.02,0.026,0.051
0.18,0.19,0.366,0.231,0.04,0.026,0.076
0.115,0.159,0.277,0.182,0.131,0.066,0.126
0.12,0.132,0.316,0.165,0.162,0.158,0.101
0.165,0.095,0.257,0.22,0.283,0.197,0.202
0.236,0.069,0.652,0.275,0.303,0.237,0.227
0.391,0.233,0.939,0.358,0.268,0.355,0.227
0.361,0.328,0.919,0.364,0.379,0.474,0.303
0.451,0.481,0.929,0.54,0.506,0.645,0.682
0.501,0.492,0.949,0.672,0.46,0.697,0.758
0.546,0.587,0.949,0.59,0.576,0.75,0.884
0.922,0.317,0.8,0.099,0.966,0.329,0.884
0.907,0.122,0.899,0.86,0.966,0.974,0.859
0.907,0.249,0.929,0.915,0.961,0.934,0.732
0.932,0.476,0.949,0.656,0.915,0.368,0.152
0.937,0.619,0.949,0.264,0.404,0.171,0.707
0.942,0.54,0.949,0.49,0.541,0.908,0.934
0.947,0.534,0.929,0.948,0.94,0.934,0.909
0.942,0.545,0.949,0.948,0.961,0.829,0.631
0.942,0.487,0.949,0.915,0.966,0.618,0.732
0.947,0.317,0.949,0.86,0.966,0.395,0.808
0.912,0.19,0.939,0.86,0.966,0.645,0.884
0.837,0.132,0.751,0.86,0.966,0.75,0.833
0.737,0.095,0.504,0.766,0.956,0.842,0.556
0.637,0.132,0.514,0.683,0.794,0.697,0.328
0.426,0.185,0.148,0.727,0.718,0.658,0.328
0.436,0.106,0.168,0.683,0.637,0.395,0.404
0.491,0.18,0.257,0.309,0.647,0.382,0.429
0.486,0.238,0.445,0.083,0.647,0.368,0.429
0.461,0.328,0.415,0.127,0.48,0.132,0.227
0.436,0.333,0.435,0.264,0.415,0.329,0.303
0.351,0.37,0.435,0.27,0.253,0.342,0.48
0.446,0.339,0.494,0.275,0.364,0.368,0.429
0.461,0.381,0.583,0.347,0.445,0.368,0.53
0.386,0.222,0.504,0.309,0.283,0.289,0.556
0.356,0.063,0.375,0.325,0.313,0.316,0.303
0.286,0.037,0.178,0.182,0.455,0.263,0.303
0.18,0.042,0.385,0.187,0.41,0.079,0.202
0.185,0.058,0.405,0.292,0.379,0.224,0.152
0.226,0.106,0.385,0.347,0.445,0.368,0.429
0.346,0.18,0.148,0.325,0.506,0.526,0.48
0.281,0.222,0.208,0.303,0.404,0.618,0.53
0.291,0.201,0.128,0.259,0.516,0.553,0.556
0.276,0.201,0.109,0.253,0.475,0.342,0.48
0.266,0.238,0.138,0.176,0.384,0.184,0.354
0.211,0.201,0.148,0.099,0.268,0.092,0.051
0.286,0.143,0.099,0.011,0.288,0.026,0
0.306,0.011,0.899,0.567,0.849,0.316,0.505
0.416,0.021,0.899,0.468,0.89,0.421,0.429
0.401,0.042,0.702,0.419,0.92,0.447,0.505
0.256,0.005,0.504,0.358,0.87,0.276,0.126
0.14,0.069,0.316,0.237,0.885,0.105,0.051
0.17,0.048,0.158,0.215,0.768,0.118,0
0.085,0,0.385,0.138,0.541,0.171,0.051
0.085,0,0.267,0.044,0.809,0.079,0.076
0.06,0,0.198,0.033,0.809,0.132,0.152
0.12,0,0.287,0.066,0.799,0.145,0.152
0.125,0,0.227,0.028,0.748,0.053,0.025
0.055,0,0.237,0.011,0.652,0.026,0
0.01,0,0.089,0,0.698,0,0
0,0.011,0.04,0.022,0.774,0,0
0,0.037,0,0.006,0.854,0.013,0
0.065,0.111,0,0,0.87,0.013,0
0.005,0.058,0.01,0,0.935,0.013,0.051
0.11,0.063,0.069,0,0.885,0.039,0.025
0.226,0.079,0.049,0.011,0.819,0.039,0
0.175,0.095,0.03,0,0.839,0.013,0
0.125,0.127,0.158,0.006,0.394,0.026,0
0.105,0.196,0.119,0.011,0.278,0,0
0.09,0.217,0.128,0.077,0.268,0.013,0
0.025,0.143,0.217,0.253,0.238,0.092,0
0.02,0.122,0.138,0.193,0.217,0.303,0.076
0.02,0.101,0.188,0.039,0.248,0.197,0.126
0,0.09,0.089,0,0.197,0.105,0.227
0.01,0.101,0.02,0.017,0.162,0.132,0.202
0.085,0.138,0.109,0.066,0.187,0.184,0.253
0.055,0.132,0.069,0.028,0.051,0.132,0.227
0.085,0.138,0.03,0,0.015,0.105,0.177
0.095,0.143,0.049,0.066,0.03,0.132,0.152
0.085,0.069,0.02,0.011,0,0.118,0.051
0.12,0.048,0.069,0.028,0.01,0.066,0.076
0.17,0.042,0.059,0.039,0.046,0.066,0.177
0.236,0.042,0.049,0.017,0.152,0.053,0.101
0.055,0.016,0.099,0,0.278,0.026,0
0.185,0.016,0.069,0,0.364,0.013,0
0.416,0.005,0.089,0,0.521,0.013,0
0.506,0,0.089,0,0.445,0.013,0
0.501,0,0.109,0.039,0.308,0.026,0
0.526,0,0.119,0.039,0.253,0.026,0
0.642,0.021,0.089,0.061,0.359,0.053,0
0.526,0.116,0.257,0.044,0.359,0.039,0
0.401,0.095,0.405,0.017,0.238,0.039,0
0.391,0.074,0.306,0.006,0.263,0.013,0
0.466,0.016,0.267,0,0.268,0,0
0.351,0.011,0.208,0,0.182,0.013,0
0.155,0.09,0.277,0,0.101,0.039,0
0.251,0.058,0.375,0.05,0.091,0.079,0.025
0.296,0.016,0.415,0.154,0.061,0.197,0.152
0.201,0.011,0.385,0.298,0.005,0.395,0.253
0.306,0.005,0.366,0.391,0,0.197,0.152
0.421,0.032,0.138,0.176,0,0.224,0.177
0.401,0.164,0.109,0.275,0.061,0.237,0.278
0.311,0.265,0.217,0.408,0.116,0.395,0.707
0.376,0.312,0.148,0.369,0.192,0.447,0.53
0.531,0.349,0.217,0.452,0.607,0.408,0.429
0.401,0.434,0.198,0.667,0.263,0.395,0.606
0.436,0.307,0.168,0.567,0.329,0.737,0.606
0.401,0.222,0.208,0.529,0.435,0.487,0.556
0.366,0.153,0.366,0.452,0.586,0.539,0.328
0.306,0.079,0.237,0.375,0.698,0.526,0.429
0.201,0.037,0.336,0.441,0.824,0.632,0.556
0.416,0.005,0.445,0.446,0.789,0.553,0.556
0.516,0,0.425,0.413,0.895,0.526,0.581
0.336,0.005,0.632,0.402,0.945,0.408,0.48
0.221,0.005,0.603,0.342,0.693,0.263,0.303
0.11,0,0.702,0.182,0.172,0.079,0.051
0.115,0,0.573,0.149,0.101,0.079,0.076
0.07,0,0.326,0.132,0.051,0.118,0.202
0.08,0,0.099,0.077,0.005,0.092,0
0.12,0,0.208,0.055,0.157,0.171,0.227
0.216,0,0.198,0.171,0.152,0.184,0.202
0.376,0.016,0.089,0.253,0.121,0.145,0.076
0.446,0.053,0.049,0.138,0.076,0.118,0.051
0.341,0.063,0.059,0.127,0.116,0.145,0.101
0.216,0.101,0.03,0.116,0.116,0.171,0.227
0.125,0.185,0,0.088,0.101,0.171,0.354
0.04,0.407,0,0.154,0.116,0.118,0.354
0,0.418,0,0.143,0.121,0.171,0.354
0,0.386,0.04,0.099,0.147,0.158,0.202
0,0.349,0.079,0.072,0.152,0.132,0.126
0,0.349,0.069,0.033,0.106,0.118,0.051
0,0.169,0.049,0.017,0.091,0.013,0
0,0.243,0.099,0,0.091,0,0
0.01,0.275,0.099,0,0.106,0.013,0
0.005,0.265,0.148,0.022,0.228,0.039,0
0.01,0.328,0.227,0.022,0.212,0.026,0
0.005,0.418,0.237,0.006,0.222,0.039,0.025
0.005,0.508,0.168,0.006,0.228,0.039,0.025
0,0.529,0.198,0.039,0.202,0.092,0.051
0,0.519,0.158,0.088,0.177,0.145,0.101
0,0.529,0.227,0.143,0.162,0.132,0.101
0,0.444,0.395,0.088,0.106,0.105,0.051
0.01,0.36,0.603,0.072,0.071,0.105,0.025
0.08,0.508,0.494,0.132,0.015,0.039,0
0.06,0.413,0.642,0.121,0,0.039,0
0.09,0.249,0.603,0.187,0,0.026,0
0.12,0.36,0.771,0.281,0.02,0.25,0.227
0.06,0.561,0.84,0.226,0.066,0.25,0.177
0.005,0.302,0.721,0.116,0,0.224,0.278
0.015,0.291,0.84,0.127,0.01,0.066,0.101
0.04,0.519,0.949,0.094,0.157,0.079,0
0.155,0.497,0.939,0.298,0.339,0.118,0.126
0.17,0.603,0.909,0.253,0.501,0.316,0.328
0.16,0.444,0.909,0.457,0.44,0.368,0.354
0.17,0.635,0.81,0.534,0.44,0.197,0.404
0.371,0.434,0.613,0.044,0.116,0.053,0
0.211,0.444,0.208,0.011,0.096,0.026,0
0.05,0.455,0.119,0,0.051,0.013,0.025
0.025,0.402,0.109,0.017,0.061,0.039,0.076
0.03,0.27,0.079,0.028,0.106,0.079,0.101
0.075,0.18,0.02,0.006,0.131,0.053,0.177
0.07,0.206,0.099,0,0.076,0.079,0.101
0.04,0.249,0.089,0,0.071,0.039,0.025
0.015,0.317,0.138,0,0.01,0.013,0.025
0.03,0.275,0.375,0,0,0.013,0
0.01,0.302,0.306,0,0,0.026,0
0.02,0.317,0.178,0.017,0.071,0.066,0
0.04,0.27,0.178,0.121,0.222,0.132,0
0.05,0.265,0.178,0.237,0.233,0.303,0.126
0.11,0.291,0.119,0.325,0.263,0.289,0.303
0.185,0.212,0.109,0.375,0.238,0.263,0.379
0.185,0.169,0.188,0.353,0.096,0.211,0.328
0.195,0.095,0.455,0.353,0.04,0.145,0.227
0.201,0.201,0.257,0.264,0.03,0.118,0.177
0.19,0.069,0.03,0.138,0,0.079,0.152
0.14,0,0.02,0.127,0,0.276,0.126
0.055,0.032,0,0.006,0.01,0.053,0.126
0,0.032,0.04,0.116,0,0.132,0
0,0.005,0.04,0.083,0,0.342,0.404
0,0.032,0.03,0.143,0,0.276,0.379
0.12,0.037,0.049,0.22,0,0.237,0.278
0.07,0,0.03,0.171,0.025,0.132,0.101
0.02,0.005,0.02,0.165,0.142,0.053,0.051
0.075,0.005,0.01,0.187,0.192,0.145,0.076
0.155,0,0.01,0.369,0.212,0.211,0.177
0.175,0.016,0.01,0.055,0.233,0.026,0.025
0.19,0.058,0.03,0,0.106,0,0
0.216,0.138,0.059,0,0.01,0,0
0.05,0.243,0.099,0.006,0,0.053,0
0.02,0.254,0.227,0.044,0,0.145,0.025
0.005,0.259,0.277,0.011,0,0.105,0.076
0.647,0.339,0.603,0.678,0.966,0.618,0.581
0.662,0.312,0.464,0.694,0.966,0.632,0.581
0.602,0.275,0.613,0.727,0.966,0.75,0.606
0.602,0.291,0.445,0.804,0.966,0.737,0.581
0.571,0.275,0.455,0.81,0.961,0.776,0.631
0.536,0.254,0.455,0.815,0.966,0.737,0.606
0.612,0.143,0.563,0.749,0.966,0.632,0.606
0.677,0.09,0.593,0.661,0.966,0.579,0.556
0.622,0.148,0.524,0.623,0.956,0.658,0.606
0.602,0.259,0.642,0.579,0.945,0.632,0.455
0.591,0.243,0.741,0.457,0.91,0.487,0.556
0.501,0.175,0.721,0.446,0.895,0.408,0.328
0.396,0.106,0.721,0.446,0.865,0.368,0.227
0.291,0.037,0.781,0.386,0.779,0.408,0.152
0.291,0.058,0.781,0.364,0.743,0.329,0.202
0.286,0.074,0.711,0.298,0.753,0.316,0.253
0.211,0.111,0.632,0.253,0.718,0.329,0.177
0.165,0.164,0.662,0.287,0.693,0.355,0.227
0.206,0.19,0.603,0.275,0.713,0.382,0.202
0.125,0.222,0.603,0.127,0.738,0.276,0.227
0.1,0.212,0.652,0.028,0.728,0.118,0.253
0.105,0.212,0.613,0.231,0.779,0.026,0.152
0.256,0.153,0.494,0.375,0.642,0.066,0.051
0.271,0.106,0.405,0.204,0.799,0.211,0
0.281,0.069,0.267,0.27,0.804,0.224,0.076
0.251,0.069,0.208,0.281,0.819,0.303,0.253
0.266,0.122,0.168,0.127,0.834,0.237,0.152
0.281,0.175,0.109,0.149,0.768,0.329,0.101
0.201,0.201,0.128,0.209,0.713,0.105,0.152
0.221,0.19,0.168,0.231,0.672,0.158,0.152
0.206,0.233,0.148,0.237,0.683,0.184,0.126
0.201,0.317,0.119,0.165,0.662,0.079,0.076
0.221,0.429,0.148,0.143,0.637,0.092,0.076
0.251,0.503,0.158,0.132,0.581,0.145,0.051
0.296,0.508,0.237,0.094,0.637,0.132,0.126
0.331,0.365,0.395,0.132,0.738,0.158,0.126
0,0.021,0.069,0.083,0.04,0.026,0
0,0.005,0.138,0.044,0.015,0.013,0
0,0.016,0.267,0.022,0,0.013,0
0.03,0.016,0.247,0,0,0.013,0.025
0.055,0,0.158,0,0.005,0.026,0.051
0.06,0,0.079,0.022,0,0.105,0.051
0.06,0,0.03,0.033,0.005,0.132,0.051
0.035,0.026,0.03,0.006,0.071,0.118,0.126
0.03,0.005,0.04,0.022,0.02,0.145,0.101
0.025,0.011,0.02,0,0,0.066,0.025
0.015,0.058,0.01,0,0,0.013,0
0.015,0.026,0,0,0,0,0
0.025,0.037,0.01,0,0.015,0,0
0,0.016,0.04,0,0.03,0,0
0.03,0.053,0.069,0,0,0.013,0
0.025,0.058,0.109,0,0,0.013,0
0.04,0.032,0.109,0,0.005,0.013,0
0.055,0.011,0.069,0,0.01,0.039,0
0.05,0,0.069,0.006,0,0.026,0
0.065,0,0.01,0.006,0,0.039,0.025
0.065,0,0,0.011,0.005,0.026,0
0.06,0.026,0,0,0,0.026,0
0.05,0.021,0.01,0.017,0,0.039,0
0.05,0,0,0.022,0.015,0.053,0.025
0.06,0.011,0,0.011,0,0.079,0.051
0.045,0.026,0,0,0,0.092,0.101
0.09,0,0,0.006,0,0.079,0.051
0.09,0.005,0,0.006,0,0.066,0.051
0.08,0.005,0,0,0,0.039,0.025
0.08,0.005,0,0.044,0,0.132,0.051
0.085,0,0,0.077,0,0.079,0
0.07,0.011,0.049,0.006,0,0.066,0.051
0.045,0.011,0.03,0.044,0,0.066,0.051
0.035,0.037,0.04,0.072,0.005,0.026,0
0.02,0.021,0.03,0.116,0.035,0.053,0.025
0.005,0.005,0.01,0.088,0.076,0.079,0.051
0.311,0.18,0.553,0.49,0.41,0.158,0.202
0.165,0.307,0.791,0.281,0.738,0.566,0.328
0.105,0.418,0.939,0.667,0.945,0.645,0.606
0.17,0.249,0.929,0.634,0.966,0.711,0.631
0.441,0.265,0.879,0.606,0.956,0.618,0.606
0.491,0.354,0.672,0.843,0.95,0.737,0.682
0.576,0.349,0.86,0.738,0.95,0.579,0.455
0.436,0.344,0.889,0.678,0.956,0.579,0.581
0.376,0.466,0.889,0.738,0.95,0.632,0.758
0.486,0.566,0.879,0.777,0.94,0.829,0.783
0.556,0.444,0.87,0.634,0.945,0.684,0.505
0.637,0.317,0.86,0.727,0.945,0.671,0.581
0.677,0.243,0.84,0.777,0.94,0.618,0.631
0.677,0.217,0.86,0.766,0.935,0.882,0.808
0.682,0.169,0.889,0.711,0.92,0.882,0.808
0.667,0.079,0.879,0.771,0.95,0.921,0.859
0.682,0.063,0.879,0.837,0.95,0.882,0.732
0.767,0.106,0.879,0.738,0.961,0.829,0.707
0.777,0.053,0.879,0.832,0.94,0.868,0.732
0.652,0.101,0.879,0.86,0.961,0.895,0.884
0.546,0.212,0.81,0.898,0.961,0.539,0.53
0.406,0.238,0.217,0.419,0.824,0.289,0.152
0.351,0.148,0.573,0.529,0.92,0.25,0.101
0.241,0.153,0.642,0.518,0.95,0.5,0.202
0.256,0.148,0.395,0.81,0.956,0.632,0.429
0.366,0.206,0.81,0.744,0.961,0.618,0.505
0.406,0.323,0.86,0.683,0.961,0.645,0.884
0.376,0.302,0.721,0.793,0.895,0.934,0.934
0.501,0.349,0.751,0.81,0.576,0.882,0.833
0.516,0.487,0.84,0.711,0.637,0.934,0.808
0.396,0.513,0.82,0.474,0.905,0.711,0.758
0.351,0.312,0.613,0.055,0.91,0.289,0.732
0.216,0.323,0.474,0.11,0.718,0.197,0.606
0.201,0.259,0.346,0.242,0.561,0.263,0.303
0.316,0.296,0.326,0.27,0.632,0.474,0.227
0.511,0.132,0.257,0.485,0.511,0.382,0.556
0,0.201,0.751,0.044,0.056,0.053,0
0,0.143,0.375,0.127,0.046,0.013,0
0,0.106,0.336,0.198,0,0.039,0
0.045,0.085,0.474,0.127,0,0.066,0.025
0.095,0.111,0.306,0.32,0,0.132,0
0.095,0.116,0.405,0.501,0,0.368,0.051
0.085,0.132,0.119,0.413,0,0.513,0.227
0.12,0.153,0.01,0.303,0.01,0.355,0.278
0.14,0.19,0.306,0.292,0.01,0.342,0.278
0.105,0.249,0.632,0.364,0.04,0.382,0.278
0.065,0.212,0.81,0.43,0.066,0.461,0.379
0.17,0.148,0.81,0.463,0.152,0.579,0.455
0.291,0.079,0.534,0.573,0.359,0.566,0.53
0.316,0.058,0.583,0.7,0.344,0.711,0.581
0.331,0.116,0.474,0.634,0.445,0.671,0.581
0.311,0.238,0.455,0.656,0.313,0.592,0.455
0.336,0.328,0.356,0.59,0.364,0.645,0.328
0.321,0.354,0.267,0.606,0.324,0.592,0.354
0.361,0.407,0.208,0.523,0.298,0.487,0.278
0.321,0.418,0.168,0.441,0.313,0.421,0.253
0.326,0.455,0.128,0.457,0.253,0.355,0.253
0.296,0.434,0.158,0.424,0.308,0.316,0.177
0.286,0.455,0.158,0.397,0.364,0.316,0.177
0.251,0.249,0.119,0.413,0.329,0.303,0.202
0.216,0.143,0.04,0.369,0.47,0.289,0.202
0.251,0.069,0.03,0.375,0.672,0.289,0.177
0.175,0.032,0.049,0.259,0.46,0.158,0.126
0.155,0.011,0,0.187,0.43,0.105,0.076
0.105,0,0,0.16,0.399,0.092,0.076
0.085,0.005,0,0.066,0.238,0.053,0.051
0.07,0.005,0,0.039,0.359,0.026,0
0.075,0.011,0,0.077,0.404,0.026,0
0.095,0,0,0.072,0.394,0.039,0
0.09,0,0.01,0.061,0.44,0.039,0
0.075,0.037,0,0.066,0.404,0.026,0
0.115,0.095,0.01,0.077,0.511,0.039,0
0.03,0.011,0.81,0.033,0.035,0.158,0.202
0.14,0.011,0.652,0.281,0.071,0.158,0.126
0.11,0.005,0.919,0.028,0.121,0.026,0
0,0,0.346,0.022,0.111,0.066,0
0,0,0.188,0.033,0.086,0.105,0.025
0,0,0.158,0.033,0.015,0.066,0
0.005,0,0.059,0,0.02,0,0
0,0.011,0.069,0,0.061,0,0
0,0.09,0.059,0.022,0.01,0.092,0.076
0.08,0.095,0.089,0.132,0.04,0.237,0.227
0.14,0.074,0.198,0.209,0.086,0.211,0.227
0.1,0.106,0.395,0.094,0.04,0.158,0.051
0.08,0.19,0.603,0.05,0.005,0.053,0
0.06,0.254,0.603,0.044,0,0.026,0
0.055,0.545,0.336,0.083,0,0,0
0.085,0.466,0.178,0.061,0,0.039,0.051
0.095,0.566,0.217,0.017,0.005,0.066,0.051
0.08,0.746,0.208,0.044,0.015,0.092,0.051
0.065,0.81,0.267,0.017,0.015,0.132,0.101
0.025,0.751,0.247,0,0.01,0.132,0.126
0.02,0.122,0.158,0,0,0.105,0.051
0.005,0.344,0.267,0,0,0.039,0
0,0.778,0.247,0,0,0.013,0
0.035,0.847,0.059,0,0,0.079,0.025
0.1,0.836,0.049,0,0.005,0.105,0.126
0.05,0.894,0.02,0,0,0.171,0.227
0.11,0.905,0.049,0.044,0,0.145,0.328
0.185,0.831,0.079,0.182,0,0.132,0.328
0.195,0.815,0.158,0.226,0,0.211,0.404
0.321,0.735,0.247,0.287,0.03,0.395,0.455
0.095,0.63,0.346,0.264,0,0.382,0.379
0.005,0.582,0.415,0.154,0,0.395,0.328
0.005,0.55,0.346,0.182,0,0.342,0.303
0.06,0.497,0.267,0.248,0,0.342,0.202
0.065,0.317,0.257,0.193,0,0.263,0.177
0.05,0.344,0.158,0.105,0,0.132,0.101
0.581,0.18,0.504,0.683,0.824,0.513,0.859
0.521,0.132,0.366,0.59,0.819,0.487,0.783
0.506,0.079,0.168,0.452,0.789,0.434,0.581
0.391,0.026,0.069,0.32,0.753,0.342,0.505
0.351,0.037,0.069,0.231,0.592,0.25,0.303
0.341,0.074,0.099,0.242,0.576,0.263,0.328
0.251,0.153,0.089,0.259,0.374,0.303,0.429
0.341,0.175,0.079,0.342,0.359,0.342,0.303
0.386,0.153,0.059,0.237,0.47,0.211,0.126
0.311,0.138,0.059,0.132,0.713,0.092,0.051
0.271,0.111,0.02,0.017,0.455,0.066,0.076
0.195,0.148,0,0,0.278,0.026,0.025
0.165,0.132,0,0,0.207,0,0
0.16,0.095,0,0,0.147,0,0
0.185,0.074,0,0,0.192,0,0
0.226,0.016,0,0,0.268,0,0
0.261,0,0,0,0.359,0.013,0
0.346,0.021,0,0.05,0.329,0.013,0
0.396,0.079,0,0.055,0.313,0.013,0
0.19,0.143,0,0.039,0.243,0,0
0.201,0.291,0,0,0.157,0,0
0.15,0.534,0,0,0.177,0.013,0
0.07,0.704,0,0,0.233,0.013,0
0.01,0.741,0,0,0.116,0,0
0,0.661,0.02,0,0.106,0,0
0,0.693,0.049,0,0.066,0,0
0,0.677,0.069,0,0.131,0,0
0,0.746,0.049,0,0.106,0,0
0,0.778,0.03,0,0.106,0.013,0
0,0.831,0.03,0,0.061,0.026,0
0,0.72,0.03,0.006,0.081,0.053,0
0,0.767,0.03,0.006,0.081,0.039,0
0,0.81,0.04,0.083,0.111,0.066,0
0,0.878,0.01,0.033,0.111,0.039,0
0,0.884,0.02,0,0.066,0,0
0.005,0.91,0.059,0.006,0.081,0.066,0.025
0.04,0.148,0.02,0,0.035,0.026,0
0.02,0.159,0.059,0,0.01,0.039,0
0.005,0.058,0.109,0,0.005,0,0
0,0,0.089,0,0,0.026,0
0,0,0.04,0,0,0.039,0
0,0,0.01,0,0,0.026,0
0,0,0.01,0,0,0.026,0.025
0,0,0,0,0,0.026,0.025
0,0.021,0.02,0,0,0.026,0
0,0.233,0.109,0,0,0.013,0
0,0.402,0.168,0,0,0.026,0.025
0,0.582,0.158,0,0,0.039,0.051
0,0.434,0.049,0,0,0.013,0
0,0.344,0.03,0,0,0,0
0,0.291,0.03,0,0,0.026,0
0,0.127,0.02,0,0.01,0.039,0
0,0.111,0.02,0,0.01,0.066,0.025
0,0.148,0.03,0,0.035,0.079,0.025
0.005,0.164,0.059,0,0.056,0.079,0.025
0.01,0.159,0.049,0.022,0.061,0.171,0.101
0.025,0.185,0.089,0.061,0.051,0.171,0.051
0.02,0.153,0.237,0.099,0.04,0.237,0.025
0.015,0.233,0.346,0.061,0.04,0.197,0.051
0,0.323,0.464,0.061,0.046,0.145,0
0.04,0.259,0.455,0.083,0.04,0.145,0.177
0.14,0.275,0.514,0.198,0.051,0.382,0.48
0.291,0.19,0.425,0.287,0.076,0.447,0.429
0.336,0.153,0.287,0.275,0.081,0.421,0.48
0.401,0.159,0.257,0.231,0.131,0.382,0.505
0.471,0.09,0.316,0.314,0.162,0.487,0.556
0.637,0.026,0.603,0.314,0.086,0.447,0.328
0.366,0,0.771,0.176,0.101,0.145,0.581
0.591,0,0.781,0.231,0.172,0.171,0.202
0.526,0,0.8,0.281,0.288,0,0.278
0.105,0.005,0.791,0.253,0.228,0.224,0.379
0.035,0.011,0.099,0.143,0.248,0.132,0.303
0.246,0.18,0.168,0.006,0.025,0.066,0.025
0.381,0.122,0.257,0,0.389,0.053,0
0.336,0.127,0.178,0,0.647,0.013,0
0.135,0.132,0.385,0,0.086,0,0
0.055,0.09,0.356,0.072,0.056,0.066,0
0.05,0.116,0.287,0.138,0.066,0.171,0.025
0.125,0.159,0.435,0.066,0.162,0.197,0.051
0.216,0.175,0.316,0.061,0.344,0.158,0.076
0.11,0.138,0.306,0.165,0.354,0.368,0.253
0.226,0.159,0.494,0.127,0.177,0.263,0.303
0.155,0.138,0.277,0.171,0.091,0.329,0.303
0.281,0.164,0.277,0.094,0.131,0.211,0.278
0.211,0.143,0.395,0,0.521,0.092,0.152
0.115,0.079,0.603,0.022,0.359,0.079,0.076
0.09,0.164,0.445,0.022,0.344,0.079,0.051
0.065,0.307,0.188,0.022,0.263,0.079,0.025
0.12,0.423,0.089,0.033,0.319,0.039,0.051
0.17,0.582,0.069,0.094,0.177,0.066,0.126
0.226,0.593,0.099,0.066,0.248,0.158,0.126
0.165,0.556,0.02,0.11,0.182,0.184,0.202
0.19,0.587,0.04,0.231,0.126,0.224,0.152
0.231,0.656,0.03,0.209,0.152,0.158,0.025
0.095,0.714,0.089,0.149,0.131,0.092,0.025
0.055,0.566,0.049,0.033,0.131,0.092,0.101
0.03,0.481,0.04,0.028,0.142,0.105,0.126
0.02,0.392,0.02,0.017,0.101,0.105,0.076
0.01,0.222,0,0,0.081,0.039,0
0.025,0.159,0.03,0,0.081,0.013,0
0.015,0.079,0.336,0,0.051,0.013,0
0.005,0.053,0.86,0.044,0.056,0.197,0.227
0.055,0.016,0.257,0.116,0.03,0.197,0.227
